fipsCode,elev_mean,elev_std,elev_min,elev_max,elev_range,elev_p90_p10,tri_km,slope_pct,ers_topo_code,ers_pct_water
18051,132.9,11.417649139135726,113.0,163.0,50.0,29.09999999999999,8.216666666666667,0.4932467969390772,4,2.05
18053,261.48333333333335,8.13340395449566,239.0,281.0,42.0,17.299999999999983,3.2666666666666666,0.1689276017293052,2,0.2
18055,177.65,28.06640128972598,142.0,254.0,112.0,71.29999999999998,14.45,0.7851329154352465,14,0.7
18057,261.65,14.42552469450815,232.0,292.0,60.0,36.30000000000001,5.266666666666667,0.3393555417497641,2,1.17
18059,271.6666666666667,15.378464654875106,249.0,306.0,57.0,39.10000000000002,3.8666666666666663,0.2223990590296001,2,0.19
18061,214.35,31.71687515332375,124.0,294.0,170.0,75.9,20.066666666666663,0.853955149268739,14,0.34
18063,265.4166666666667,23.593515100600417,213.0,307.0,94.0,58.30000000000001,6.55,0.2736420325053401,4,0.12
18065,321.3333333333333,11.337154556868652,294.0,350.0,56.0,25.5,4.75,0.2345449483275301,2,0.5
18067,251.31666666666663,7.34498945244288,230.0,266.0,36.0,19.0,2.683333333333333,0.1775770191017546,2,0.29
18069,247.71666666666667,12.052275496053364,216.0,269.0,53.0,34.10000000000002,5.75,0.2864282429717915,2,1.38
18071,189.06666666666663,33.37961758403618,156.0,272.0,116.0,85.19999999999999,11.283333333333331,0.8924570477241067,14,0.86
18073,208.46666666666667,6.6853410766193875,197.0,226.0,29.0,18.09999999999999,4.05,0.2108525692795731,1,0.24
18075,282.5,16.607635572893386,254.0,313.0,59.0,45.10000000000002,7.533333333333333,0.4515396719011859,2,0.05
18077,237.48333333333332,27.937273362621724,154.0,281.0,127.0,73.40000000000003,18.116666666666667,0.8171733169706508,14,0.44
18079,219.76666666666668,26.085496110763025,162.0,267.0,105.0,70.19999999999999,9.5,0.577155615512952,4,0.3
18081,234.75,15.561387459382178,205.0,267.0,62.0,43.20000000000002,5.366666666666666,0.2381912051817695,14,0.42
18083,141.51666666666668,13.987272261264328,119.0,182.0,63.0,34.7,8.6,0.3134354366470924,4,1.57
