fipsCode,state,eia_n_utilities,eia_n_coops,eia_customers,eia_cust_residential,eia_sales_mwh,eia_dist_circuits,eia_ami_meters,eia_all_meters,eia_coop_share,eia_muni_share,eia_iou_share,eia_saidi_with_med,eia_saidi_no_med,eia_saifi_with_med,eia_saifi_no_med,eia_ami_share,eia_cust_per_circuit,eia_mwh_per_customer,population,land_sqmi,eia_cust_per_capita,eia_circuits_per_1ksqmi,tl_km,tl_segments,tl_max_kv,tl_km_per_1ksqmi,eia_cust_per_tl_km
18029,IN,6,2,28795.32320533265,19393.563284800373,806590.1087459958,30.999613976577244,17328.065405777776,29108.156607360455,0.3907279314105388,0.2579673334118629,0.35130473517759836,277.76470315311076,173.1115487299691,1.3443092178311966,1.1909013271219104,0.5952993052605777,928.8929606378287,28.01114969241332,50679,305.087,0.5681904379591675,101.609095033801,1449.2776719057122,43,345.0,4750.3750468086555,19.868741348556448
18031,IN,4,3,8905.828096072786,8099.881288245896,284188.9493531041,18.70936184679171,8984.94598681016,9128.840586001932,0.406678111267227,0.0,0.5933218887327731,255.10799929029247,115.86356726612634,1.3718511045029724,1.0350507423022939,0.98423736313104,476.00918561527317,31.910446315309326,26472,372.568,0.336424452103082,50.21730757013945,733.1433328882548,32,765.0,1967.8107966552543,12.147458343497213
18033,IN,6,2,37184.990404297656,26287.834963389178,1186328.4501688583,37.82871563614446,21345.865065664315,36885.041230949406,0.11189205733614144,0.3059836744958522,0.5821242681680064,366.3726820683628,136.77422071122487,1.1250583976486004,0.8620073600244705,0.5787133307513692,982.9831591947642,31.903422248342125,43265,362.833,0.8594704820131205,104.2593028642501,324.18800429162536,30,345.0,893.4909566980548,114.70193194084894
18035,IN,4,2,51055.55117535829,40534.462160029005,1533877.927591037,66.09449188533509,51610.05685145658,51844.72735862898,0.09320886800121274,0.0,0.9067911319987872,223.72941921652279,104.92519802592878,1.0035219315686625,0.8268009605894071,0.9954735897143581,772.463025571521,30.04331345523414,111903,392.101,0.4562482790931279,168.5649663870663,784.9150089647123,70,345.0,2001.81843189564,65.04596114514305
18037,IN,7,2,47271.90115153845,37386.67976211459,1450726.3456309852,76.13878905211244,43421.657986371625,48378.910961763264,0.17650012995683836,0.264660394340684,0.5588394757024776,276.87995213030297,139.26551182618644,1.326928466778213,1.1431814850872617,0.8975327704397965,620.8648934406307,30.68897823636128,43637,427.265,1.0832986032847916,178.2003886396322,939.1185428297734,49,765.0,2197.976765777149,50.33645806747429
18039,IN,6,4,113463.34747645835,93321.21295045264,3345607.802351396,85.7181414161565,53960.089644790285,113634.8522161381,0.0870226136670244,0.0,0.9129773863329756,366.3726820683628,136.77422071122487,1.1250583976486004,0.8620073600244706,0.4748551046835174,1323.6795105670867,29.486242709748634,207047,463.161,0.5480076865468148,185.07201905202837,676.7947006771211,37,345.0,1461.2514885258497,167.6481026859996
18041,IN,4,3,7278.850402469924,6211.719863557739,195042.51316748405,13.633971501176305,7348.780910458482,7475.9660808985345,0.3583563992832667,0.0,0.6416436007167332,295.63,112.89,1.18,0.9359999999999999,0.9829874602073146,533.8760171122495,26.79578537584733,23398,215.021,0.31108857177835386,63.40762763253964,689.0840684608033,24,345.0,3204.7291588300836,10.56308037817299
18043,IN,3,2,31172.106231523394,28341.695331224975,752614.8013377097,50.87546579463485,31597.53452627737,31668.92115543282,0.48462739554710405,0.0,0.5153726044528959,231.24699138139817,107.88484720748413,1.4086717263972581,1.0455328078083075,0.9977458458782008,612.7139230007933,24.143854629130367,80484,148.481,0.38730811380551905,342.63956866289186,566.9945419063149,55,345.0,3818.63364273082,54.97778889849348
18045,IN,5,2,8356.989238890672,4076.184141288933,205903.4526117246,7.337548396423328,5517.5471785485515,7202.7114834498825,0.2560311002531479,0.35036541466082716,0.39360348508602505,253.61424592079223,113.23661389833157,1.1643464691076066,0.9273346525417111,0.7660375111826376,1138.9348032054233,24.638472866940866,16479,395.668,0.5071296340124202,18.544710202551958,461.86865959817095,20,345.0,1167.313655888702,18.09386513941282
18047,IN,6,4,11206.302121731369,10282.083547219087,285130.25997518876,18.827582771826677,7641.328105344139,11398.253601900438,0.5941508596480203,0.0,0.4058491403519797,268.1028619362321,174.07087025025703,1.3599071691554074,1.2220685193483187,0.6703946387076434,595.2066315438176,25.443742001410207,22785,384.426,0.4918280501089036,48.97583090588742,939.5714477572352,37,345.0,2444.0892337074893,11.92703561658978
18049,IN,5,3,13023.478417194867,10856.679159478754,369977.47629400855,12.217295063472829,7268.601000324215,13148.732673427818,0.23603786366245783,0.0,0.7639621363375422,408.4711806864178,146.1889575113984,1.2679138559526468,0.9405703636264194,0.5527985989869032,1065.9870576534047,28.40849920751803,20480,368.393,0.6359120320895931,33.163754641029634,226.9186741101124,5,765.0,615.9690170826059,57.392713351018514
18051,IN,4,1,28929.642227827735,25323.25880480362,850108.4531718324,42.36320604258804,29823.518083802206,29853.170763422913,0.0683814391778407,0.0,0.9316185608221593,369.70153035953024,114.33353106161104,1.3631908667556991,1.0453629381441332,0.9990067159078111,682.8954871532753,29.385377339858834,33011,487.383,0.8763637038510719,86.91974492870708,865.0110953944281,59,345.0,1774.8076879875337,33.44424410491103
18053,IN,4,1,32629.577010216923,25852.541312554054,949445.6714266241,46.18074008412372,29660.962356884815,33099.78364313462,0.05351229298378563,0.1011045898317046,0.8453831171845098,223.72941921652284,104.92519802592878,1.0035219315686625,0.826800960589407,0.8961074391504952,706.5624533253097,29.09770087210555,66674,414.089,0.4893898222728038,111.5237064595382,397.9810642412879,37,138.0,961.1003051066024,81.98776258971523
