fipsCode,hour,u_mean,u_max,u_p90,u_p95,u_f40,u_f50,u_f60,u_f70
18113,0,21.692580891304345,27.334918000000002,23.7267983,24.0175953,0.0,0.0,0.0,0.0
18115,0,17.520089076923075,19.796564999999998,19.5862964,19.6712986,0.0,0.0,0.0,0.0
18117,0,19.54523514367816,23.308498,21.0425183,21.2975249,0.0,0.0,0.0,0.0
18119,0,26.383489866666665,30.220519,29.034962,29.7239272,0.0,0.0,0.0,0.0
18121,0,28.66222141836735,30.846851,30.421839999999996,30.606384249999998,0.0,0.0,0.0,0.0
18123,0,19.3827385,21.876882,21.563716,21.697930000000003,0.0,0.0,0.0,0.0
18125,0,24.6100941875,27.200703999999998,26.0531743,26.4133152,0.0,0.0,0.0,0.0
18127,0,22.211431581497795,32.188991,27.482553399999997,29.759717600000002,0.0,0.0,0.0,0.0
18129,0,24.940810167597768,29.191545,26.9367498,27.943354799999998,0.0,0.0,0.0,0.0
18131,0,29.85406559162304,34.291677,32.658739999999995,33.050197499999996,0.0,0.0,0.0,0.0
18133,0,28.689111199029124,32.748216,30.7909285,31.81431025,0.0,0.0,0.0,0.0
18135,0,25.62073401036269,28.923116999999998,27.3751822,27.670453000000002,0.0,0.0,0.0,0.0
18137,0,14.342767336842103,18.297842,17.273341799999997,17.86276495,0.0,0.0,0.0,0.0
18139,0,14.733671566473989,17.783355,16.7856976,17.0854422,0.0,0.0,0.0,0.0
18141,0,21.453996054999998,36.506208,28.484684599999998,30.686912649999996,0.0,0.0,0.0,0.0
18143,0,24.72996991860465,29.817877,28.990223999999998,29.35372025,0.0,0.0,0.0,0.0
18145,0,15.645336147727273,19.01365,17.4366355,18.18040475,0.0,0.0,0.0,0.0
18147,0,24.43943302325581,27.021752,26.641479,26.775693,0.0,0.0,0.0,0.0
18149,0,35.80809488059701,40.398413999999995,39.6311573,40.16018414999999,0.06716417910447761,0.0,0.0,0.0
18151,0,16.54646194964029,21.765037,19.5862964,20.6085597,0.0,0.0,0.0,0.0
18153,0,24.65862692857143,26.686217,26.2052835,26.40101225,0.0,0.0,0.0,0.0
18155,0,17.75515060869565,21.876882,20.6734298,21.2125227,0.0,0.0,0.0,0.0
18157,0,31.327989720183485,35.477234,34.515367,34.95044405,0.0,0.0,0.0,0.0
18159,0,29.461182135135136,33.866666,32.121883999999994,32.6028175,0.0,0.0,0.0,0.0
18161,0,15.793723135135131,18.633377,18.118889999999997,18.447714299999998,0.0,0.0,0.0,0.0
18163,0,27.127496363636364,29.52708,28.9052218,29.1937819,0.0,0.0,0.0,0.0
18165,0,28.907375851851853,30.802113,30.4956577,30.660069850000003,0.0,0.0,0.0,0.0
18167,0,28.12145702793296,30.466578000000002,29.75077,30.220519,0.0,0.0,0.0,0.0
18169,0,22.909704430107528,26.261205999999998,25.657243,25.80823375,0.0,0.0,0.0,0.0
18171,0,26.63803761538462,32.479788,29.1803605,30.377102,0.0,0.0,0.0,0.0
18173,0,26.23324474999999,28.073095,27.625715,27.75657365,0.0,0.0,0.0,0.0
18175,0,22.254019158878503,29.034962,25.2948652,26.213112649999992,0.0,0.0,0.0,0.0
18177,0,18.459952971264368,24.650637999999997,22.995331999999998,23.5925843,0.0,0.0,0.0,0.0
18179,0,28.467590265432097,33.32981,30.891589,31.1958074,0.0,0.0,0.0,0.0
18181,0,33.9056606081081,38.318096999999995,36.3697571,37.33274255,0.0,0.0,0.0,0.0
18183,0,24.694599298611113,28.498106,27.6861113,27.983618999999997,0.0,0.0,0.0,0.0
39001,0,11.135306386178861,15.546455,13.522060499999998,14.33293675,0.0,0.0,0.0,0.0
39003,0,28.632319999999993,31.853455999999998,31.025803,31.2629144,0.0,0.0,0.0,0.0
39005,0,15.475860360215055,18.834698,17.7274325,18.297842,0.0,0.0,0.0,0.0
39007,0,15.86258869485904,24.180889,21.778458400000005,22.615059,0.0,0.0,0.0,0.0
39009,0,14.301109889400921,16.284632,15.613562,15.864094799999998,0.0,0.0,0.0,0.0
39011,0,28.452478323863637,34.246939,32.9830905,33.262703,0.0,0.0,0.0,0.0
39013,0,14.593012688311688,18.499163,17.291237,17.6603255,0.0,0.0,0.0,0.0
39015,0,14.531133441314553,19.90841,17.3404488,18.521531999999997,0.0,0.0,0.0,0.0
39017,0,19.219929645320196,23.979568,21.3534474,22.333209599999996,0.0,0.0,0.0,0.0
39019,0,13.378989410404625,15.121443999999999,14.504059600000001,14.7009068,0.0,0.0,0.0,0.0
39021,0,27.099567563829787,29.773139,29.191545,29.496881849999998,0.0,0.0,0.0,0.0
39023,0,23.201389964705886,27.715191,24.675243899999998,25.487238599999994,0.0,0.0,0.0,0.0
39025,0,16.149972845771146,20.736062999999998,18.678115,19.572875,0.0,0.0,0.0,0.0
39027,0,22.231989875,25.142756,23.9460145,24.7289295,0.0,0.0,0.0,0.0
39029,0,12.677776634782608,16.307001,15.2802639,15.581126949999998,0.0,0.0,0.0,0.0
39031,0,12.544883569672129,15.725407,14.750118600000002,15.069995299999999,0.0,0.0,0.0,0.0
39033,0,28.30012749425287,32.345574,31.0951469,31.751677049999998,0.0,0.0,0.0,0.0
39035,0,11.797009839122486,17.8952,15.4659266,16.150418,0.0,0.0,0.0,0.0
39037,0,21.92723384169884,27.536239,23.8050898,24.315103,0.0,0.0,0.0,0.0
39039,0,22.155879967032963,29.012593,25.599083600000004,26.3238392,0.0,0.0,0.0,0.0
39041,0,22.58007158974359,29.012593,26.766745399999998,27.661505399999996,0.0,0.0,0.0,0.0
39043,0,13.049350897058824,24.024306,21.7516156,23.397974,0.0,0.0,0.0,0.0
39045,0,16.328144301369864,21.384764,19.9128838,20.4273708,0.0,0.0,0.0,0.0
39047,0,21.583683807909605,22.838749,22.3779476,22.480845000000002,0.0,0.0,0.0,0.0
39049,0,18.274051241525424,22.950594,20.892646,21.278511249999998,0.0,0.0,0.0,0.0
39051,0,13.771723394444447,18.946543000000002,17.2934739,17.78894725,0.0,0.0,0.0,0.0
39053,0,15.78947901005025,17.201761,16.687274,16.8460939,0.0,0.0,0.0,0.0
39055,0,16.50807482872928,18.521531999999997,17.738617,17.828093,0.0,0.0,0.0,0.0
39057,0,22.396205540540542,25.701981,23.6350854,24.306155399999998,0.0,0.0,0.0,0.0
39059,0,14.596021044444443,17.179392,15.9401494,16.392003199999998,0.0,0.0,0.0,0.0
39061,0,19.255938943820226,25.165125,22.9751999,23.867722999999998,0.0,0.0,0.0,0.0
39063,0,28.97044711587983,34.985116,34.202201,34.5019456,0.0,0.0,0.0,0.0
39065,0,32.12299137623762,34.470628999999995,33.844297,34.0881191,0.0,0.0,0.0,0.0
39067,0,13.253124113636364,17.246499,14.942491999999998,15.8484365,0.0,0.0,0.0,0.0
39069,0,17.013612855555554,25.142756,19.483399000000002,21.205811999999995,0.0,0.0,0.0,0.0
39071,0,16.7827400251046,22.570321,20.1142048,20.680140499999997,0.0,0.0,0.0,0.0
39073,0,15.231797733333336,17.157023,16.709643,16.843857,0.0,0.0,0.0,0.0
39075,0,13.638330137362638,18.320210999999997,16.7074061,17.35722555,0.0,0.0,0.0,0.0
39077,0,20.936551665116276,26.954645,24.0377274,24.990646799999997,0.0,0.0,0.0,0.0
39079,0,15.943164889502762,17.8952,17.00044,17.268867999999998,0.0,0.0,0.0,0.0
39081,0,12.165971292134833,16.374108,14.047732,14.830646999999999,0.0,0.0,0.0,0.0
39083,0,16.100838225108227,20.870276999999998,18.432056,19.841303,0.0,0.0,0.0,0.0
39085,0,14.68342776744186,24.136151,20.1835487,22.383539849999995,0.0,0.0,0.0,0.0
39087,0,14.017606914572864,17.649141,15.8864638,16.3987139,0.0,0.0,0.0,0.0
39089,0,16.438864359322032,21.451870999999997,19.581822600000002,20.597375200000002,0.0,0.0,0.0,0.0
39091,0,30.846179929999998,34.850902,33.486393,34.00199845,0.0,0.0,0.0,0.0
39093,0,12.848032382871537,19.349185,17.3404488,18.051783,0.0,0.0,0.0,0.0
39095,0,12.212531245210728,19.125495,16.396477,16.732012,0.0,0.0,0.0,0.0
39097,0,21.996332459999998,23.599295,22.755983699999998,23.2212589,0.0,0.0,0.0,0.0
39099,0,15.944813574468085,18.543901,17.432161699999998,17.760986,0.0,0.0,0.0,0.0
39101,0,28.964641063218394,32.054777,31.7349003,31.920562999999998,0.0,0.0,0.0,0.0
39103,0,12.299991137566137,16.866225999999997,14.128260400000002,15.3138174,0.0,0.0,0.0,0.0
39105,0,15.361820064864864,17.470189,16.4993744,16.763328599999998,0.0,0.0,0.0,0.0
39107,0,26.742682436893197,32.546895,29.884983999999996,30.774151749999998,0.0,0.0,0.0,0.0
39109,0,23.96901898295454,28.542844,25.1763095,26.0934385,0.0,0.0,0.0,0.0
39111,0,13.29277825,16.709643,15.193024799999998,15.512901499999996,0.0,0.0,0.0,0.0
39113,0,22.972627465000002,26.596741,24.784851999999997,25.24117959999999,0.0,0.0,0.0,0.0
39115,0,13.255163010526315,15.456978999999999,14.347476599999998,14.70873595,0.0,0.0,0.0,0.0
39117,0,22.524571971751413,26.015147,24.8832756,25.353024599999998,0.0,0.0,0.0,0.0
39119,0,14.767165320689655,17.00044,16.268973700000004,16.620167,0.0,0.0,0.0,0.0
39121,0,14.334415160919544,15.993835,15.316054300000001,15.5397443,0.0,0.0,0.0,0.0
39123,0,9.814660886718748,15.076706,13.365477499999999,14.12043125,0.0,0.0,0.0,0.0
39125,0,29.93363351912568,37.199647,35.6517122,36.3697571,0.0,0.0,0.0,0.0
39127,0,14.094085538888887,18.297842,16.530691,16.843857,0.0,0.0,0.0,0.0
39129,0,19.11079237089202,22.324262,21.335552200000002,21.586085,0.0,0.0,0.0,0.0
39131,0,15.98433418817204,20.132099999999998,18.0405985,18.952135249999998,0.0,0.0,0.0,0.0
39133,0,15.99058132727273,17.514927,16.888595,17.1413647,0.0,0.0,0.0,0.0
39135,0,20.594186690607735,23.196653,22.122941,22.615059,0.0,0.0,0.0,0.0
39137,0,24.019768891509433,31.160016999999996,29.925248200000002,30.332364,0.0,0.0,0.0,0.0
39139,0,20.20208008256881,27.51387,24.5678727,25.463751149999997,0.0,0.0,0.0,0.0
39141,0,17.908783815181515,24.516424,22.113993400000002,22.787300299999995,0.0,0.0,0.0,0.0
39143,0,20.69882163783784,27.983618999999997,26.4535794,26.9456974,0.0,0.0,0.0,0.0
39145,0,12.995274835249042,19.483399000000002,15.792514,16.262263,0.0,0.0,0.0,0.0
39147,0,28.29530605785124,31.831087,30.5493433,30.936327,0.0,0.0,0.0,0.0
39149,0,27.526854304597702,31.853455999999998,30.8781676,31.392654599999997,0.0,0.0,0.0,0.0
39151,0,13.828285920948614,16.374108,15.6538262,15.971466000000001,0.0,0.0,0.0,0.0
39153,0,13.235518472826085,15.859620999999999,15.076706,15.31940965,0.0,0.0,0.0,0.0
39155,0,16.68079023188406,19.080757,18.476793999999998,18.678115,0.0,0.0,0.0,0.0
39157,0,11.525403559999999,14.629325999999999,13.466138,13.826278899999998,0.0,0.0,0.0,0.0
39159,0,26.72289307614213,34.269308,31.007907799999998,32.28294079999999,0.0,0.0,0.0,0.0
39161,0,27.532490005586588,30.981064999999997,29.616556000000003,30.4844732,0.0,0.0,0.0,0.0
39163,0,15.207545905027933,17.067546999999998,16.1325228,16.4658209,0.0,0.0,0.0,0.0
39165,0,22.539031029761905,26.350681999999995,25.276970000000002,25.65612455,0.0,0.0,0.0,0.0
39167,0,12.06685091970803,14.495112,13.4370583,13.832989599999996,0.0,0.0,0.0,0.0
39169,0,12.31071444628099,16.195156,14.772487600000002,15.209801549999998,0.0,0.0,0.0,0.0
39171,0,14.75123113227513,19.684720000000002,17.394134400000002,18.4723202,0.0,0.0,0.0,0.0
39173,0,17.864113669117646,28.252047,25.0510431,25.935737049999997,0.0,0.0,0.0,0.0
39175,0,31.574340588888884,34.246939,33.240334,33.5781059,0.0,0.0,0.0,0.0
42001,0,2.0145024311111106,10.558167999999998,6.844914,8.093104199999999,0.0,0.0,0.0,0.0
42003,0,12.258489875776398,17.201761,15.340660200000002,15.947978549999998,0.0,0.0,0.0,0.0
42005,0,10.17913342214533,14.159576999999999,12.817436999999998,13.452716599999997,0.0,0.0,0.0,0.0
42007,0,12.18635303626943,15.568824,14.3295814,14.955913399999996,0.0,0.0,0.0,0.0
42009,0,4.726874731818182,12.862174999999999,7.5629589,8.098696449999998,0.0,0.0,0.0,0.0
42011,0,4.738519770053475,11.766093999999999,8.784306299999999,9.255173749999996,0.0,0.0,0.0,0.0
42013,0,6.1771394330357134,12.593746999999999,9.804332700000007,10.77850265,0.0,0.0,0.0,0.0
42015,0,6.590143784735812,13.935887000000001,9.484456,10.491060999999998,0.0,0.0,0.0,0.0
42017,0,3.924460925093633,7.985733000000001,6.688331,7.3459796,0.0,0.0,0.0,0.0
42019,0,12.766832778097985,16.284632,14.6382736,14.9961776,0.0,0.0,0.0,0.0
42021,0,9.458668481727573,15.524086,13.041127,13.64509,0.0,0.0,0.0,0.0
42023,0,5.934508630057803,10.759489,9.216028,9.7707792,0.0,0.0,0.0,0.0
42025,0,2.9225756411764703,5.81594,4.659462699999999,5.104605799999999,0.0,0.0,0.0,0.0
42027,0,5.7487403747412,12.056890999999998,8.8536502,10.343425599999996,0.0,0.0,0.0,0.0
42029,0,7.233117827272728,16.284632,13.980625,14.834002350000004,0.0,0.0,0.0,0.0
42031,0,9.182600168539325,13.018758,11.9942578,12.2671596,0.0,0.0,0.0,0.0
42033,0,7.325691229540918,13.488507,11.1845,11.900308,0.0,0.0,0.0,0.0
42035,0,5.186289836317134,10.625275,8.433112999999999,8.9140465,0.0,0.0,0.0,0.0
42037,0,4.929646771028037,8.097578,6.889652,7.360519449999999,0.0,0.0,0.0,0.0
42039,0,10.572277676923077,16.709643,14.2758958,15.143813,0.0,0.0,0.0,0.0
42041,0,2.675221479338843,6.621224,5.0307881,5.47928655,0.0,0.0,0.0,0.0
42043,0,3.937224782426778,8.231792,5.7577806,6.6010919,0.0,0.0,0.0,0.0
42045,0,4.116455225,9.014707,6.5339849,7.7027651499999985,0.0,0.0,0.0,0.0
42047,0,6.788809144021738,12.437164000000001,9.9161777,10.647644,0.0,0.0,0.0,0.0
42049,0,14.296388271407839,23.151915,21.809775,22.0916244,0.0,0.0,0.0,0.0
42051,0,10.251233832844575,16.016204,14.517481,14.98723,0.0,0.0,0.0,0.0
42053,0,8.241615423280424,11.542404,10.6386964,10.9876528,0.0,0.0,0.0,0.0
42055,0,2.3291301411411416,5.458036,4.0890532,4.760123199999999,0.0,0.0,0.0,0.0
42057,0,2.779856636363636,6.912020999999999,4.2322148,4.8026243,0.0,0.0,0.0,0.0
42059,0,13.70155368548387,16.485953,15.2623687,15.635931,0.0,0.0,0.0,0.0
42061,0,3.5475043221649485,8.321268,5.576591700000001,6.321479399999998,0.0,0.0,0.0,0.0
42063,0,9.999503782729805,14.696433,12.4461116,13.3117919,0.0,0.0,0.0,0.0
42065,0,8.822628746527776,13.891148999999999,11.372399600000001,11.87010985,0.0,0.0,0.0,0.0
42067,0,1.9124179176470588,3.8027299999999995,2.9773139,3.2558079499999995,0.0,0.0,0.0,0.0
42069,0,6.236984083743843,9.573932,8.4062702,8.7216731,0.0,0.0,0.0,0.0
42071,0,5.626386578199051,16.307001,10.625275,13.21896055,0.0,0.0,0.0,0.0
42073,0,12.40559256329114,16.396477,14.6584057,14.76354,0.0,0.0,0.0,0.0
42075,0,5.026937234177215,10.647644,9.025891500000002,9.603011700000001,0.0,0.0,0.0,0.0
42077,0,3.7830452799999996,8.388375,7.1625537999999995,8.02264185,0.0,0.0,0.0,0.0
42079,0,5.152137086294416,10.446323,7.650198,8.217252149999998,0.0,0.0,0.0,0.0
42081,0,4.693530523722627,12.370057,7.4555877,8.388375,0.0,0.0,0.0,0.0
42083,0,8.78842198839907,12.593746999999999,11.721356,12.168736,0.0,0.0,0.0,0.0
42085,0,13.9573522020202,18.991281,15.501717,16.1817346,0.0,0.0,0.0,0.0
42087,0,2.641890127071823,6.889652,4.272479,5.122501,0.0,0.0,0.0,0.0
42089,0,3.0291768407407402,7.985733000000001,5.7287009,6.344966849999999,0.0,0.0,0.0,0.0
42091,0,3.3883204218009477,8.567327,4.742228,5.715279499999999,0.0,0.0,0.0,0.0
42093,0,3.714880836363636,6.173844,5.3193482,5.6951474,0.0,0.0,0.0,0.0
42095,0,2.4409656625766876,6.061998999999999,4.7556494,5.2500043000000005,0.0,0.0,0.0,0.0
42097,0,3.6199614881516586,7.583091,6.03963,6.576485999999999,0.0,0.0,0.0,0.0
42099,0,1.8766026090534977,5.860678,3.1450814,3.6439100999999994,0.0,0.0,0.0,0.0
42101,0,5.354128387096774,7.940995,7.2900571,7.642368849999999,0.0,0.0,0.0,0.0
42103,0,4.867311795918367,8.589696,7.8112547999999995,8.110999399999999,0.0,0.0,0.0,0.0
42105,0,8.39040425527426,14.584588,11.855569999999998,12.946058749999997,0.0,0.0,0.0,0.0
42107,0,3.1847289765395894,6.8672830000000005,5.390929,5.905416,0.0,0.0,0.0,0.0
42109,0,3.1215781971830983,7.001497,4.183003,5.033024999999999,0.0,0.0,0.0,0.0
42111,0,7.947169033970276,15.524086,11.005548,11.945046,0.0,0.0,0.0,0.0
42113,0,7.203274510204081,12.481902,10.423954,11.011140249999999,0.0,0.0,0.0,0.0
42115,0,6.9210298849315075,10.916072,9.3323468,10.1644736,0.0,0.0,0.0,0.0
42117,0,6.87311059519038,12.414795,9.582879599999998,10.6275119,0.0,0.0,0.0,0.0
42119,0,3.792269676258993,7.650198,5.9814706,6.5563538999999995,0.0,0.0,0.0,0.0
42121,0,9.903291047138048,14.271422,12.4103212,13.220079,0.0,0.0,0.0,0.0
42123,0,8.210615256345177,14.360897999999999,11.050286,12.289528599999997,0.0,0.0,0.0,0.0
42125,0,14.891277184986595,17.514927,16.530691,16.843857,0.0,0.0,0.0,0.0
42127,0,5.829034048780487,11.162131,8.542721100000001,9.11872285,0.0,0.0,0.0,0.0
42129,0,10.995650212389382,16.016204,14.222210200000001,14.649458099999999,0.0,0.0,0.0,0.0
42131,0,7.6429092247191015,13.443769,10.602906,11.011140250000002,0.0,0.0,0.0,0.0
42133,0,7.989909309462915,16.642536,13.19771,14.058916499999999,0.0,0.0,0.0,0.0
54001,0,11.223041182432434,14.495112,13.338634699999998,13.7412767,0.0,0.0,0.0,0.0
54003,0,3.5425688043478263,6.03963,5.0978951,5.32717735,0.0,0.0,0.0,0.0
54005,0,18.30637343255814,22.078203000000002,20.167890399999997,20.398291099999998,0.0,0.0,0.0,0.0
54007,0,12.290399067873304,15.658299999999999,14.31616,14.674064,0.0,0.0,0.0,0.0
54009,0,12.964433285714287,17.201761,15.5218491,16.63470685,0.0,0.0,0.0,0.0
54011,0,14.403972190082644,16.55306,15.837252,16.10568,0.0,0.0,0.0,0.0
54013,0,13.817650857142857,15.926727999999999,15.5196122,15.770145,0.0,0.0,0.0,0.0
54015,0,12.938015102739726,14.674064,13.9470715,14.23227625,0.0,0.0,0.0,0.0
54017,0,13.501099918518516,14.964861,14.450374,14.611430799999999,0.0,0.0,0.0,0.0
54019,0,12.600205654929576,20.490004,16.1213383,17.437753949999998,0.0,0.0,0.0,0.0
54021,0,11.7898610625,16.217525,14.002994,14.653931899999998,0.0,0.0,0.0,0.0
54023,0,10.856494078048781,25.925670999999998,16.356212799999998,18.722853,0.0,0.0,0.0,0.0
54025,0,9.368510881670533,17.872830999999998,14.070101,15.2668425,0.0,0.0,0.0,0.0
54027,0,5.349822867158672,12.951651,8.969968999999999,10.446323,0.0,0.0,0.0,0.0
54029,0,11.505122333333333,14.114839,13.9850988,14.094706899999998,0.0,0.0,0.0,0.0
54031,0,9.141997261904761,15.501717,12.549009,13.533244999999999,0.0,0.0,0.0,0.0
54033,0,12.158288939560437,14.98723,14.4033991,14.69531455,0.0,0.0,0.0,0.0
54035,0,15.654133225490195,17.559665,16.6805633,16.88523965,0.0,0.0,0.0,0.0
54037,0,4.908470340909091,11.430559,6.719647599999999,7.3884807,0.0,0.0,0.0,0.0
54039,0,14.409277465116281,20.132099999999998,18.3515276,18.8279873,0.0,0.0,0.0,0.0
54041,0,11.587674595238095,13.779304,12.8241477,13.085865,0.0,0.0,0.0,0.0
54043,0,15.702316419354839,19.125495,18.007044999999998,18.275472999999998,0.0,0.0,0.0,0.0
54045,0,14.999995554973822,20.422897,17.8952,18.622192499999997,0.0,0.0,0.0,0.0
54047,0,12.954746709821427,24.807221,19.214971000000006,21.038044499999998,0.0,0.0,0.0,0.0
54049,0,10.812239776119403,13.264816999999999,12.7749359,12.9896783,0.0,0.0,0.0,0.0
54051,0,13.157156129496402,16.485953,15.8864638,16.172787,0.0,0.0,0.0,0.0
54053,0,15.603753133689839,17.582034,16.664905,17.096626699999998,0.0,0.0,0.0,0.0
54055,0,11.666647817142856,19.103126,13.886675199999999,14.143918699999999,0.0,0.0,0.0,0.0
54057,0,5.453253662068965,14.651694999999998,11.099497799999998,12.522166199999997,0.0,0.0,0.0,0.0
54059,0,12.48202627222222,18.364949,15.6381679,16.3092379,0.0,0.0,0.0,0.0
54061,0,10.985616647435897,14.696433,13.522060499999998,13.779304,0.0,0.0,0.0,0.0
54063,0,9.85980782,16.284632,13.539955699999998,14.062271849999995,0.0,0.0,0.0,0.0
54065,0,3.248927787878787,7.046234999999999,4.9211800000000006,5.806992399999996,0.0,0.0,0.0,0.0
54067,0,11.894434125899279,15.971466000000001,14.1797091,14.584588,0.0,0.0,0.0,0.0
54069,0,13.217028681818181,16.374108,16.2108143,16.217525,0.0,0.0,0.0,0.0
54071,0,11.86808147457627,25.791456999999998,17.3717654,19.0494404,0.0,0.0,0.0,0.0
54073,0,12.493282719298247,13.354292999999998,12.97402,13.0053366,0.0,0.0,0.0,0.0
54075,0,11.270432396039606,20.064993,15.814883,17.10892965,0.0,0.0,0.0,0.0
54077,0,7.554330857142858,12.996389,10.815411499999998,11.5222719,0.0,0.0,0.0,0.0
54079,0,14.975892287671233,17.492558,15.703038,15.89876675,0.0,0.0,0.0,0.0
54081,0,14.177350817829456,22.771642,18.3940287,19.670180149999993,0.0,0.0,0.0,0.0
54083,0,11.992421614512471,26.328312999999998,15.367503,16.463584,0.0,0.0,0.0,0.0
